S.no,Brands,Count,Percentage,Quarter,Year,State
5228,Samsung,81419,0.181718153,1,2022,puducherry
5229,Oppo,51105,0.114060676,1,2022,puducherry
5230,Realme,30407,0.067865042,1,2022,puducherry
5231,Apple,16568,0.036977933,1,2022,puducherry
5232,OnePlus,13200,0.029460932,1,2022,puducherry
5233,Huawei,12478,0.027849508,1,2022,puducherry
5234,Motorola,9103,0.020316884,1,2022,puducherry
5235,Lenovo,5955,0.013290898,1,2022,puducherry
5236,Others,28656,0.063957005,1,2022,puducherry
5237,Xiaomi,209390,0.247172257,1,2018,punjab
5238,Samsung,191090,0.225570211,1,2018,punjab
5239,Vivo,110362,0.13027568,1,2018,punjab
5240,Oppo,95143,0.112310569,1,2018,punjab
5241,Apple,65881,0.077768544,1,2018,punjab
5242,Realme,29427,0.034736797,1,2018,punjab
5243,OnePlus,18373,0.021688218,1,2018,punjab
5244,Motorola,15296,0.018056005,1,2018,punjab
5245,Lenovo,12687,0.014976238,1,2018,punjab
5246,Micromax,10911,0.012879777,1,2018,punjab
5247,Others,88582,0.104565704,1,2018,punjab
5248,Xiaomi,288756,0.250614916,2,2018,punjab
5249,Samsung,258117,0.224022948,2,2018,punjab
5250,Vivo,157022,0.136281342,2,2018,punjab
5251,Oppo,133051,0.115476614,2,2018,punjab
5252,Apple,88311,0.076646213,2,2018,punjab
5253,Realme,38878,0.033742699,2,2018,punjab
5254,OnePlus,22512,0.019538444,2,2018,punjab
5255,Motorola,19732,0.017125648,2,2018,punjab
5256,Lenovo,16030,0.013912636,2,2018,punjab
5257,Micromax,14047,0.012191566,2,2018,punjab
5258,Others,115734,0.100446975,2,2018,punjab
5259,Xiaomi,370526,0.251519874,3,2018,punjab
5260,Samsung,333905,0.226660865,3,2018,punjab
5261,Vivo,211470,0.143549732,3,2018,punjab
5262,Oppo,174607,0.118526448,3,2018,punjab
5263,Apple,109405,0.074266129,3,2018,punjab
5264,Realme,48316,0.032797791,3,2018,punjab
5265,OnePlus,26583,0.01804503,3,2018,punjab
5266,Motorola,23631,0.016041158,3,2018,punjab
5267,Lenovo,18437,0.012515375,3,2018,punjab
5268,Huawei,16653,0.011304363,3,2018,punjab
5269,Others,139615,0.094773234,3,2018,punjab
5270,Xiaomi,469664,0.251734054,4,2018,punjab
5271,Samsung,423578,0.227032532,4,2018,punjab
5272,Vivo,281873,0.151080417,4,2018,punjab
5273,Oppo,228350,0.122392756,4,2018,punjab
5274,Apple,137548,0.073724015,4,2018,punjab
5275,Realme,60545,0.032451366,4,2018,punjab
5276,OnePlus,31147,0.016694404,4,2018,punjab
5277,Motorola,28376,0.015209183,4,2018,punjab
5278,Lenovo,21785,0.011676489,4,2018,punjab
5279,Huawei,21263,0.011396703,4,2018,punjab
5280,Others,161586,0.086608083,4,2018,punjab
5281,Xiaomi,557833,0.250532429,1,2019,punjab
5282,Samsung,505420,0.226992846,1,2019,punjab
5283,Vivo,349009,0.156745966,1,2019,punjab
5284,Oppo,281133,0.126261683,1,2019,punjab
5285,Apple,161878,0.072702204,1,2019,punjab
5286,Realme,71481,0.032103351,1,2019,punjab
5287,OnePlus,35068,0.015749644,1,2019,punjab
5288,Motorola,31780,0.014272947,1,2019,punjab
5289,Huawei,26070,0.011708487,1,2019,punjab
5290,Lenovo,23917,0.010741538,1,2019,punjab
5291,Others,183001,0.082188908,1,2019,punjab
5292,Xiaomi,648198,0.249296184,2,2019,punjab
5293,Samsung,594224,0.228537848,2,2019,punjab
5294,Vivo,417913,0.160728846,2,2019,punjab
5295,Oppo,336507,0.129420194,2,2019,punjab
5296,Apple,189708,0.072961472,2,2019,punjab
5297,Realme,82000,0.031537103,2,2019,punjab
5298,OnePlus,38343,0.014746672,2,2019,punjab
5299,Motorola,34974,0.013450959,2,2019,punjab
5300,Huawei,30298,0.011652575,2,2019,punjab
5301,Lenovo,26203,0.010077643,2,2019,punjab
5302,Others,201744,0.077590504,2,2019,punjab
5303,Xiaomi,734257,0.247832645,3,2019,punjab
5304,Samsung,678439,0.228992481,3,2019,punjab
5305,Vivo,489141,0.165099016,3,2019,punjab
5306,Oppo,390270,0.131727238,3,2019,punjab
5307,Apple,216888,0.073205876,3,2019,punjab
5308,Realme,94292,0.031826235,3,2019,punjab
5309,OnePlus,41581,0.014034772,3,2019,punjab
5310,Motorola,37064,0.012510155,3,2019,punjab
5311,Huawei,34669,0.011701775,3,2019,punjab
5312,Lenovo,26124,0.008817594,3,2019,punjab
5313,Others,219988,0.074252214,3,2019,punjab
5314,Xiaomi,818456,0.246393609,4,2019,punjab
5315,Samsung,760808,0.22903886,4,2019,punjab
5316,Vivo,563524,0.169647131,4,2019,punjab
5317,Oppo,446759,0.134495394,4,2019,punjab
5318,Apple,240275,0.072334034,4,2019,punjab
5319,Realme,109206,0.032876123,4,2019,punjab
5320,OnePlus,44151,0.01329152,4,2019,punjab
5321,Motorola,38939,0.011722464,4,2019,punjab
5322,Huawei,38449,0.011574951,4,2019,punjab
5323,Lenovo,27158,0.008175831,4,2019,punjab
5324,Others,234017,0.070450083,4,2019,punjab
5325,Xiaomi,912905,0.244124752,1,2020,punjab
5326,Samsung,851006,0.227572014,1,2020,punjab
5327,Vivo,654259,0.174958858,1,2020,punjab
5328,Oppo,515340,0.137809794,1,2020,punjab
5329,Apple,267276,0.071473688,1,2020,punjab
5330,Realme,126920,0.033940348,1,2020,punjab
5331,OnePlus,46432,0.012416627,1,2020,punjab
5332,Huawei,42483,0.011360604,1,2020,punjab
5333,Motorola,40631,0.010865351,1,2020,punjab
5334,Lenovo,28708,0.007676958,1,2020,punjab
5335,Others,253542,0.067801007,1,2020,punjab
5336,Xiaomi,1025347,0.242658055,2,2020,punjab
5337,Samsung,957955,0.226709101,2,2020,punjab
5338,Vivo,759075,0.17964227,2,2020,punjab
5339,Oppo,599062,0.141773682,2,2020,punjab
5340,Apple,293955,0.069567228,2,2020,punjab
5341,Realme,145881,0.034524117,2,2020,punjab
5342,OnePlus,48354,0.011443431,2,2020,punjab
5343,Huawei,46802,0.011076135,2,2020,punjab
5344,Motorola,42817,0.010133048,2,2020,punjab
5345,Lenovo,30136,0.007131969,2,2020,punjab
5346,Others,276097,0.065340964,2,2020,punjab
5347,Xiaomi,1124885,0.239631267,3,2020,punjab
5348,Samsung,1063448,0.226543506,3,2020,punjab
5349,Vivo,872561,0.185879355,3,2020,punjab
5350,Oppo,675846,0.14397368,3,2020,punjab
5351,Apple,322529,0.068707497,3,2020,punjab
5352,Realme,167279,0.035635002,3,2020,punjab
5353,OnePlus,50950,0.010853743,3,2020,punjab
5354,Huawei,50512,0.010760437,3,2020,punjab
5355,Motorola,44739,0.00953063,3,2020,punjab
5356,Lenovo,31345,0.006677342,3,2020,punjab
5357,Others,290139,0.061807541,3,2020,punjab
5358,Xiaomi,1219022,0.236342225,4,2020,punjab
5359,Samsung,1169264,0.226695216,4,2020,punjab
5360,Vivo,979161,0.189838321,4,2020,punjab
5361,Oppo,750319,0.145470764,4,2020,punjab
5362,Apple,356113,0.069042674,4,2020,punjab
5363,Realme,189809,0.036799895,4,2020,punjab
5364,Huawei,53936,0.010457034,4,2020,punjab
5365,OnePlus,53667,0.01040488,4,2020,punjab
5366,Motorola,46455,0.009006628,4,2020,punjab
5367,HMD Global,32870,0.006372788,4,2020,punjab
5368,Others,307252,0.059569574,4,2020,punjab
5369,Xiaomi,1304479,0.234248741,1,2021,punjab
5370,Samsung,1249727,0.224416779,1,2021,punjab
5371,Vivo,1083200,0.194513086,1,2021,punjab
5372,Oppo,815718,0.146480637,1,2021,punjab
5373,Apple,384485,0.069042987,1,2021,punjab
5374,Realme,212940,0.038238198,1,2021,punjab
5375,OnePlus,56962,0.010228817,1,2021,punjab
5376,Huawei,56391,0.010126281,1,2021,punjab
5377,Motorola,47632,0.008553404,1,2021,punjab
5378,Tecno,35552,0.006384167,1,2021,punjab
5379,Others,321691,0.057766903,1,2021,punjab
5380,Xiaomi,1380642,0.231009941,2,2021,punjab
5381,Samsung,1317948,0.220519939,2,2021,punjab
5382,Vivo,1187613,0.1987122,2,2021,punjab
5383,Oppo,881894,0.147559093,2,2021,punjab
5384,Apple,418009,0.069941545,2,2021,punjab
5385,Realme,250679,0.041943778,2,2021,punjab
5386,OnePlus,61777,0.010336569,2,2021,punjab
5387,Huawei,56066,0.009381001,2,2021,punjab
5388,Motorola,47652,0.007973164,2,2021,punjab
5389,Tecno,44884,0.007510021,2,2021,punjab
5390,Others,329384,0.055112751,2,2021,punjab
5391,Xiaomi,1468863,0.228266434,3,2021,punjab
5392,Samsung,1373929,0.213513359,3,2021,punjab
5393,Vivo,1315799,0.204479754,3,2021,punjab
5394,Oppo,964011,0.149810672,3,2021,punjab
5395,Apple,450178,0.069959231,3,2021,punjab
5396,Realme,292875,0.045513797,3,2021,punjab
5397,OnePlus,71087,0.011047168,3,2021,punjab
5398,Huawei,59682,0.009274791,3,2021,punjab
5399,Tecno,54005,0.008392565,3,2021,punjab
5400,Motorola,47647,0.00740451,3,2021,punjab
5401,Others,336786,0.052337719,3,2021,punjab
5402,Xiaomi,1548508,0.225070468,4,2021,punjab
5403,Samsung,1427734,0.20751637,4,2021,punjab
5404,Vivo,1424349,0.207024372,4,2021,punjab
5405,Oppo,1041175,0.15133131,4,2021,punjab
5406,Apple,497157,0.07226011,4,2021,punjab
5407,Realme,350868,0.050997492,4,2021,punjab
5408,OnePlus,80227,0.011660727,4,2021,punjab
5409,Tecno,62454,0.00907748,4,2021,punjab
5410,Huawei,58314,0.008475745,4,2021,punjab
5411,Motorola,48503,0.007049749,4,2021,punjab
5412,Others,340814,0.049536177,4,2021,punjab
5413,Xiaomi,1619926,0.221824836,1,2022,punjab
5414,Vivo,1523181,0.208577044,1,2022,punjab
5415,Samsung,1477258,0.20228857,1,2022,punjab
5416,Oppo,1119920,0.153356432,1,2022,punjab
5417,Apple,540804,0.074055086,1,2022,punjab
5418,Realme,403062,0.055193362,1,2022,punjab
5419,OnePlus,89199,0.01221448,1,2022,punjab
5420,Tecno,74590,0.010213994,1,2022,punjab
5421,Huawei,58651,0.008031384,1,2022,punjab
5422,Motorola,48805,0.006683121,1,2022,punjab
5423,Others,347330,0.047561691,1,2022,punjab
5424,Xiaomi,713005,0.22576295,1,2018,rajasthan
5425,Samsung,662282,0.209702229,1,2018,rajasthan
5426,Vivo,535439,0.169539187,1,2018,rajasthan
5427,Oppo,352258,0.111537514,1,2018,rajasthan
5428,Realme,149488,0.047333261,1,2018,rajasthan
5429,Apple,94107,0.029797651,1,2018,rajasthan
5430,OnePlus,71745,0.02271704,1,2018,rajasthan
5431,Gionee,69299,0.021942548,1,2018,rajasthan
5432,Lenovo,63011,0.019951542,1,2018,rajasthan
5433,Motorola,61235,0.019389197,1,2018,rajasthan
5434,Others,386333,0.122326881,1,2018,rajasthan
5435,Xiaomi,966424,0.229392893,2,2018,rajasthan
5436,Samsung,874984,0.207688459,2,2018,rajasthan
5437,Vivo,735141,0.174494964,2,2018,rajasthan
5438,Oppo,479239,0.113753405,2,2018,rajasthan
5439,Realme,195523,0.046409844,2,2018,rajasthan
5440,Apple,119357,0.028330885,2,2018,rajasthan
5441,OnePlus,87155,0.020687336,2,2018,rajasthan
5442,Gionee,84445,0.020044083,2,2018,rajasthan
5443,Lenovo,79981,0.018984496,2,2018,rajasthan
5444,Motorola,78566,0.018648628,2,2018,rajasthan
5445,Others,512149,0.121565007,2,2018,rajasthan
5446,Xiaomi,1205544,0.232934972,3,2018,rajasthan
5447,Samsung,1072593,0.207246206,3,2018,rajasthan
5448,Vivo,938611,0.181358231,3,2018,rajasthan
5449,Oppo,601973,0.116313103,3,2018,rajasthan
5450,Realme,239840,0.046341837,3,2018,rajasthan
5451,Apple,140247,0.027098497,3,2018,rajasthan
5452,OnePlus,101721,0.019654511,3,2018,rajasthan
5453,Gionee,95819,0.018514128,3,2018,rajasthan
5454,Motorola,91763,0.017730429,3,2018,rajasthan
5455,Huawei,91725,0.017723086,3,2018,rajasthan
5456,Others,595617,0.115084998,3,2018,rajasthan
5457,Xiaomi,1482976,0.233218604,4,2018,rajasthan
5458,Samsung,1317264,0.207158087,4,2018,rajasthan
5459,Vivo,1200927,0.188862476,4,2018,rajasthan
5460,Oppo,760058,0.119529693,4,2018,rajasthan
5461,Realme,293498,0.046156643,4,2018,rajasthan
5462,Apple,166540,0.026190732,4,2018,rajasthan
5463,OnePlus,117138,0.01842158,4,2018,rajasthan
5464,Huawei,115507,0.018165082,4,2018,rajasthan
5465,Motorola,107515,0.016908229,4,2018,rajasthan
5466,Gionee,106066,0.016680354,4,2018,rajasthan
5467,Others,691249,0.10870852,4,2018,rajasthan
5468,Xiaomi,1788113,0.231854992,1,2019,rajasthan
5469,Samsung,1592757,0.206524231,1,2019,rajasthan
5470,Vivo,1503951,0.195009235,1,2019,rajasthan
5471,Oppo,948608,0.123000896,1,2019,rajasthan
5472,Realme,350506,0.045448227,1,2019,rajasthan
5473,Apple,191305,0.02480549,1,2019,rajasthan
5474,Huawei,143491,0.018605706,1,2019,rajasthan
5475,OnePlus,131526,0.017054269,1,2019,rajasthan
5476,Gionee,123156,0.015968976,1,2019,rajasthan
5477,Motorola,121229,0.015719112,1,2019,rajasthan
5478,Others,817562,0.106008866,1,2019,rajasthan
5479,Xiaomi,2038775,0.232102697,2,2019,rajasthan
5480,Samsung,1811211,0.206195856,2,2019,rajasthan
5481,Vivo,1744564,0.198608482,2,2019,rajasthan
5482,Oppo,1100301,0.12526288,2,2019,rajasthan
5483,Realme,400579,0.045603593,2,2019,rajasthan
5484,Apple,212354,0.02417527,2,2019,rajasthan
5485,Huawei,163775,0.018644833,2,2019,rajasthan
5486,OnePlus,142119,0.016179423,2,2019,rajasthan
5487,Gionee,135881,0.015469263,2,2019,rajasthan
5488,Motorola,131957,0.015022538,2,2019,rajasthan
5489,Others,902419,0.102735164,2,2019,rajasthan
5490,Xiaomi,2275622,0.232270225,3,2019,rajasthan
5491,Samsung,1996093,0.203739008,3,2019,rajasthan
5492,Vivo,1985897,0.202698314,3,2019,rajasthan
5493,Oppo,1244255,0.126999734,3,2019,rajasthan
5494,Realme,458929,0.046842376,3,2019,rajasthan
5495,Apple,232599,0.023741123,3,2019,rajasthan
5496,Huawei,184875,0.018869987,3,2019,rajasthan
5497,OnePlus,152982,0.015614704,3,2019,rajasthan
5498,Gionee,146595,0.01496279,3,2019,rajasthan
5499,Motorola,139254,0.014213502,3,2019,rajasthan
5500,Others,980203,0.100048238,3,2019,rajasthan
5501,Xiaomi,2527395,0.231339847,4,2019,rajasthan
5502,Vivo,2262135,0.207059824,4,2019,rajasthan
5503,Samsung,2211270,0.202404002,4,2019,rajasthan
5504,Oppo,1410408,0.129098764,4,2019,rajasthan
5505,Realme,530557,0.048563432,4,2019,rajasthan
5506,Apple,250014,0.022884512,4,2019,rajasthan
5507,Huawei,204976,0.018762052,4,2019,rajasthan
5508,OnePlus,162057,0.014833551,4,2019,rajasthan
5509,Gionee,157774,0.014441515,4,2019,rajasthan
5510,Motorola,147914,0.013539,4,2019,rajasthan
5511,Others,1060531,0.0970735,4,2019,rajasthan
5512,Xiaomi,2776323,0.228653507,1,2020,rajasthan
5513,Vivo,2582003,0.212649624,1,2020,rajasthan
5514,Samsung,2440121,0.20096445,1,2020,rajasthan
5515,Oppo,1591219,0.131050243,1,2020,rajasthan
5516,Realme,608298,0.050098447,1,2020,rajasthan
5517,Apple,267588,0.022038118,1,2020,rajasthan
5518,Huawei,225019,0.018532204,1,2020,rajasthan
5519,OnePlus,170114,0.014010316,1,2020,rajasthan
5520,Gionee,158979,0.013093255,1,2020,rajasthan
5521,Motorola,156126,0.012858287,1,2020,rajasthan
5522,Others,1166263,0.096051549,1,2020,rajasthan
5523,Xiaomi,3073847,0.226631383,2,2020,rajasthan
5524,Vivo,2941265,0.216856257,2,2020,rajasthan
5525,Samsung,2715434,0.200205984,2,2020,rajasthan
5526,Oppo,1799104,0.132645973,2,2020,rajasthan
5527,Realme,689124,0.05080836,2,2020,rajasthan
5528,Apple,283321,0.020888948,2,2020,rajasthan
5529,Huawei,246837,0.018199022,2,2020,rajasthan
5530,Tecno,183365,0.013519301,2,2020,rajasthan
5531,OnePlus,177245,0.01306808,2,2020,rajasthan
5532,Gionee,172589,0.012724799,2,2020,rajasthan
5533,Others,1281070,0.094451892,2,2020,rajasthan
5534,Xiaomi,3353468,0.224021358,3,2020,rajasthan
5535,Vivo,3346801,0.223575983,3,2020,rajasthan
5536,Samsung,2973921,0.198666521,3,2020,rajasthan
5537,Oppo,2001908,0.133733242,3,2020,rajasthan
5538,Realme,784695,0.052419895,3,2020,rajasthan
5539,Apple,302588,0.020213753,3,2020,rajasthan
5540,Huawei,265862,0.01776035,3,2020,rajasthan
5541,Tecno,214914,0.014356877,3,2020,rajasthan
5542,OnePlus,186566,0.012463148,3,2020,rajasthan
5543,Gionee,180038,0.012027059,3,2020,rajasthan
5544,Others,1358651,0.090761815,3,2020,rajasthan
5545,Vivo,3720519,0.227840434,4,2020,rajasthan
5546,Xiaomi,3613815,0.221306,4,2020,rajasthan
5547,Samsung,3222360,0.197333732,4,2020,rajasthan
5548,Oppo,2201891,0.134841349,4,2020,rajasthan
5549,Realme,880750,0.053936148,4,2020,rajasthan
5550,Apple,323405,0.019804962,4,2020,rajasthan
5551,Huawei,283175,0.017341321,4,2020,rajasthan
5552,Tecno,259273,0.015877589,4,2020,rajasthan
5553,OnePlus,195918,0.0119978,4,2020,rajasthan
5554,Gionee,188604,0.011549899,4,2020,rajasthan
5555,Others,1439784,0.088170766,4,2020,rajasthan
5556,Vivo,4143832,0.234630618,1,2021,rajasthan
5557,Xiaomi,3873176,0.219305628,1,2021,rajasthan
5558,Samsung,3430073,0.194216404,1,2021,rajasthan
5559,Oppo,2390404,0.135348626,1,2021,rajasthan
5560,Realme,987022,0.055886817,1,2021,rajasthan
5561,Apple,347215,0.019659887,1,2021,rajasthan
5562,Tecno,301891,0.017093568,1,2021,rajasthan
5563,Huawei,295928,0.016755933,1,2021,rajasthan
5564,OnePlus,208798,0.011822488,1,2021,rajasthan
5565,Gionee,189685,0.010740278,1,2021,rajasthan
5566,Others,1493064,0.084539752,1,2021,rajasthan
5567,Vivo,4603263,0.242519711,2,2021,rajasthan
5568,Xiaomi,4079016,0.214900122,2,2021,rajasthan
5569,Samsung,3591961,0.189239968,2,2021,rajasthan
5570,Oppo,2591657,0.136539647,2,2021,rajasthan
5571,Realme,1162747,0.061258517,2,2021,rajasthan
5572,Tecno,375642,0.019790438,2,2021,rajasthan
5573,Apple,373677,0.019686913,2,2021,rajasthan
5574,Huawei,291917,0.015379444,2,2021,rajasthan
5575,OnePlus,233039,0.012277498,2,2021,rajasthan
5576,Motorola,188248,0.009917715,2,2021,rajasthan
5577,Others,1489818,0.078490026,2,2021,rajasthan
5578,Vivo,5212563,0.254278002,3,2021,rajasthan
5579,Xiaomi,4289230,0.209236192,3,2021,rajasthan
5580,Samsung,3672997,0.179175261,3,2021,rajasthan
5581,Oppo,2855694,0.139305782,3,2021,rajasthan
5582,Realme,1363093,0.066494077,3,2021,rajasthan
5583,Tecno,456211,0.022254776,3,2021,rajasthan
5584,Apple,403105,0.019664172,3,2021,rajasthan
5585,Huawei,298651,0.014568722,3,2021,rajasthan
5586,OnePlus,283924,0.013850313,3,2021,rajasthan
5587,Motorola,186498,0.009097701,3,2021,rajasthan
5588,Others,1477499,0.072075003,3,2021,rajasthan
5589,Vivo,5751824,0.261717756,4,2021,rajasthan
5590,Xiaomi,4469665,0.203377345,4,2021,rajasthan
5591,Samsung,3782393,0.172105303,4,2021,rajasthan
5592,Oppo,3095179,0.140835899,4,2021,rajasthan
5593,Realme,1624796,0.073930976,4,2021,rajasthan
5594,Tecno,521804,0.023742968,4,2021,rajasthan
5595,Apple,462924,0.021063828,4,2021,rajasthan
5596,OnePlus,336937,0.015331205,4,2021,rajasthan
5597,Huawei,287470,0.013080373,4,2021,rajasthan
5598,Motorola,189233,0.008610423,4,2021,rajasthan
5599,Others,1454977,0.066203924,4,2021,rajasthan
5600,Vivo,6252325,0.267206428,1,2022,rajasthan
5601,Xiaomi,4620642,0.197472979,1,2022,rajasthan
5602,Samsung,3887688,0.166148629,1,2022,rajasthan
5603,Oppo,3333119,0.142447941,1,2022,rajasthan
5604,Realme,1857144,0.079369005,1,2022,rajasthan
5605,Tecno,613379,0.026214058,1,2022,rajasthan
5606,Apple,510886,0.021833802,1,2022,rajasthan
5607,OnePlus,385558,0.016477642,1,2022,rajasthan
5608,Huawei,284638,0.012164611,1,2022,rajasthan
5609,Motorola,189003,0.008077446,1,2022,rajasthan
5610,Others,1464475,0.062587459,1,2022,rajasthan
5611,Samsung,5534,0.27599621,1,2018,sikkim
5612,Xiaomi,4679,0.233354945,1,2018,sikkim
5613,Vivo,2155,0.107475936,1,2018,sikkim
5614,Oppo,1825,0.091017904,1,2018,sikkim
5615,Apple,865,0.043139993,1,2018,sikkim
5616,Realme,815,0.040646352,1,2018,sikkim
5617,Lenovo,586,0.029225475,1,2018,sikkim
5618,Motorola,575,0.028676874,1,2018,sikkim
5619,OnePlus,528,0.026332851,1,2018,sikkim
5620,Asus,308,0.01536083,1,2018,sikkim
5621,Others,2181,0.10877263,1,2018,sikkim
5622,Samsung,7827,0.278570666,2,2018,sikkim
5623,Xiaomi,6559,0.233441293,2,2018,sikkim
5624,Vivo,3254,0.115813076,2,2018,sikkim
5625,Oppo,2531,0.090080792,2,2018,sikkim
5626,Apple,1120,0.039861907,2,2018,sikkim
5627,Realme,1110,0.039505997,2,2018,sikkim
5628,Motorola,773,0.027511834,2,2018,sikkim
5629,Lenovo,759,0.02701356,2,2018,sikkim
5630,OnePlus,690,0.024557782,2,2018,sikkim
5631,Micromax,424,0.015090579,2,2018,sikkim
5632,Others,3050,0.108552515,2,2018,sikkim
5633,Samsung,10790,0.286685974,3,2018,sikkim
5634,Xiaomi,8637,0.229481627,3,2018,sikkim
5635,Vivo,4649,0.123522066,3,2018,sikkim
5636,Oppo,3465,0.092063661,3,2018,sikkim
5637,Realme,1459,0.038765045,3,2018,sikkim
5638,Apple,1423,0.037808539,3,2018,sikkim
5639,Motorola,945,0.025108271,3,2018,sikkim
5640,Lenovo,886,0.023540665,3,2018,sikkim
5641,OnePlus,823,0.02186678,3,2018,sikkim
5642,Micromax,570,0.015144671,3,2018,sikkim
5643,Others,3990,0.1060127,3,2018,sikkim
5644,Samsung,14281,0.294223083,4,2018,sikkim
5645,Xiaomi,11024,0.227121019,4,2018,sikkim
5646,Vivo,6387,0.131587622,4,2018,sikkim
5647,Oppo,4507,0.092855083,4,2018,sikkim
5648,Realme,1848,0.038073262,4,2018,sikkim
5649,Apple,1799,0.037063744,4,2018,sikkim
5650,Motorola,1119,0.023054102,4,2018,sikkim
5651,Lenovo,1038,0.021385306,4,2018,sikkim
5652,OnePlus,969,0.01996374,4,2018,sikkim
5653,Huawei,689,0.014195064,4,2018,sikkim
5654,Others,4877,0.100477976,4,2018,sikkim
5655,Samsung,17397,0.29508447,1,2019,sikkim
5656,Xiaomi,13387,0.227067644,1,2019,sikkim
5657,Vivo,7997,0.135643531,1,2019,sikkim
5658,Oppo,5660,0.096003799,1,2019,sikkim
5659,Realme,2237,0.037943551,1,2019,sikkim
5660,Apple,2138,0.036264333,1,2019,sikkim
5661,Motorola,1274,0.021609336,1,2019,sikkim
5662,Lenovo,1168,0.019811385,1,2019,sikkim
5663,OnePlus,1088,0.018454441,1,2019,sikkim
5664,Huawei,849,0.01440057,1,2019,sikkim
5665,Others,5761,0.097716941,1,2019,sikkim
5666,Samsung,21576,0.303891604,2,2019,sikkim
5667,Xiaomi,16005,0.22542571,2,2019,sikkim
5668,Vivo,9656,0.136001916,2,2019,sikkim
5669,Oppo,6810,0.095916844,2,2019,sikkim
5670,Realme,2677,0.037704756,2,2019,sikkim
5671,Apple,2509,0.035338526,2,2019,sikkim
5672,Motorola,1473,0.020746771,2,2019,sikkim
5673,Lenovo,1289,0.018155185,2,2019,sikkim
5674,OnePlus,1220,0.017183341,2,2019,sikkim
5675,Huawei,1001,0.01409879,2,2019,sikkim
5676,Others,6783,0.095536557,2,2019,sikkim
5677,Samsung,25449,0.309869959,3,2019,sikkim
5678,Xiaomi,18366,0.223626534,3,2019,sikkim
5679,Vivo,11399,0.138795539,3,2019,sikkim
5680,Oppo,7934,0.096605299,3,2019,sikkim
5681,Realme,3080,0.037502435,3,2019,sikkim
5682,Apple,2833,0.034494935,3,2019,sikkim
5683,Motorola,1581,0.019250438,3,2019,sikkim
5684,OnePlus,1352,0.016462108,3,2019,sikkim
5685,Lenovo,1279,0.015573252,3,2019,sikkim
5686,Huawei,1126,0.013710306,3,2019,sikkim
5687,Others,7729,0.094109195,3,2019,sikkim
5688,Samsung,29310,0.315256206,4,2019,sikkim
5689,Xiaomi,20528,0.22079766,4,2019,sikkim
5690,Vivo,13224,0.142236372,4,2019,sikkim
5691,Oppo,9175,0.098685626,4,2019,sikkim
5692,Realme,3578,0.038484705,4,2019,sikkim
5693,Apple,3131,0.033676806,4,2019,sikkim
5694,Motorola,1676,0.018026933,4,2019,sikkim
5695,OnePlus,1458,0.015682141,4,2019,sikkim
5696,Lenovo,1347,0.014488233,4,2019,sikkim
5697,Huawei,1245,0.013391129,4,2019,sikkim
5698,Others,8300,0.08927419,4,2019,sikkim
5699,Samsung,33471,0.319895633,1,2020,sikkim
5700,Xiaomi,22619,0.216178762,1,2020,sikkim
5701,Vivo,15342,0.146629584,1,2020,sikkim
5702,Oppo,10442,0.099798339,1,2020,sikkim
5703,Realme,4166,0.039816116,1,2020,sikkim
5704,Apple,3439,0.032867888,1,2020,sikkim
5705,Motorola,1728,0.016515182,1,2020,sikkim
5706,OnePlus,1548,0.01479485,1,2020,sikkim
5707,Lenovo,1491,0.014250079,1,2020,sikkim
5708,HMD Global,1394,0.013323011,1,2020,sikkim
5709,Others,8991,0.085930556,1,2020,sikkim
5710,Samsung,38977,0.325022306,2,2020,sikkim
5711,Xiaomi,25245,0.210513588,2,2020,sikkim
5712,Vivo,18182,0.151616481,2,2020,sikkim
5713,Oppo,12295,0.10252583,2,2020,sikkim
5714,Realme,4814,0.040143094,2,2020,sikkim
5715,Apple,3701,0.030861984,2,2020,sikkim
5716,Motorola,1821,0.015184997,2,2020,sikkim
5717,HMD Global,1669,0.013917496,2,2020,sikkim
5718,OnePlus,1607,0.013400489,2,2020,sikkim
5719,Lenovo,1576,0.013141985,2,2020,sikkim
5720,Others,10034,0.083671751,2,2020,sikkim
5721,Samsung,44424,0.329620918,3,2020,sikkim
5722,Xiaomi,27830,0.206495366,3,2020,sikkim
5723,Vivo,21086,0.15645567,3,2020,sikkim
5724,Oppo,14009,0.103945152,3,2020,sikkim
5725,Realme,5459,0.040505146,3,2020,sikkim
5726,Apple,4035,0.029939231,3,2020,sikkim
5727,HMD Global,1906,0.014142299,3,2020,sikkim
5728,Motorola,1879,0.013941962,3,2020,sikkim
5729,OnePlus,1694,0.012569283,3,2020,sikkim
5730,Lenovo,1657,0.012294747,3,2020,sikkim
5731,Others,10794,0.080090226,3,2020,sikkim
5732,Samsung,49275,0.331722128,4,2020,sikkim
5733,Xiaomi,30296,0.203954411,4,2020,sikkim
5734,Vivo,23560,0.158607272,4,2020,sikkim
5735,Oppo,15658,0.105410555,4,2020,sikkim
5736,Realme,6245,0.042041698,4,2020,sikkim
5737,Apple,4413,0.029708569,4,2020,sikkim
5738,HMD Global,2070,0.013935359,4,2020,sikkim
5739,Motorola,1984,0.013356402,4,2020,sikkim
5740,OnePlus,1764,0.011875349,4,2020,sikkim
5741,Lenovo,1714,0.011538746,4,2020,sikkim
5742,Others,11564,0.077849512,4,2020,sikkim
